(Do Not Modify) Theme,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Theme Name,Type,Default Theme,Accent Color,Control Hover Border Color,Control Hover Fill Color,Default Custom Entity Color,Default Entity Color,Hover Link Color,Legacy Accent Color,Link and Button Text Color,Logo,Logo Tooltip,Main Color,Navigation Bar Fill Color,Navigation Bar Shelf Fill Color,Page Header Fill Color,Panel Header Fill Color,Selected Link Color,Title Text Color
bc229499-ad78-45e1-0579-25941af3ce17,2e35QSDUUcseqwgwe0Bu1TVOlmoMo+w32fe/1vQroNb8XuZRvs5Roh17k2haWbXYL4zPfjr3gFZ0/pMQeR4Lgw==,12/22/2020 5:47,Tasmu Theme,Custom,No,#E83D0F,#BDC3C7,#FFFFFF,#00CCA3,#666666,#E7EFF7,#358717,#1160B7,cpm_/Image/Common/TasmuLogo.svg,Microsoft Dynamics 365,#3B79B7,#FAD000,#FFFFFF,#E0E0E0,#F3F3F3,#F8FAFC,#1160B7
